"Address","Status Code","Status","content 1"
"https://lookerstudiomasterclass.com/looker-studio-tips-website/who-can-edit-a-data-source","200","OK","LevelIntermediateThose with Edit permission to to your Data Sources can change the connection (e.g. connect the data source to another Google Analytics view, another Google Ads account, or another Google Sheet), refresh fields, and most importantly update credentials of the data sources to their own?One implication is that if a person leaves your organization and they no more have access to the underlying dataset, and the data source was set to use Owner's Credentials, the report will break until another editor re-connects the data source using their own credentials.Also, this gives report editors more control over embedded data sources, because report editors, by default, also have edit permission to the data sources that are embedded into the report.So, depending on how you manage access to your reports and data sources, it might be a good idea to review who has Edit access to your data sources, or decide if you need to swap an embedded data source with a reusable one to have a tighter control on who has Edit access to it and what other users can do with it.Here's the official Google documentation:Who can edit a data source?Enroll in the updated & extended Looker Studio Masterclass 2024 →📩  Receive my weekly Looker Studio tips🎥  Subscribe to my YouTube channel🖇  Connect with me on LinkedIn"
"https://lookerstudiomasterclass.com/looker-studio-tips-website/track-your-report-in-ga","200","OK","LevelIntermediateHow to Track Your Looker Studio Dashboards in GAAre your client's actually using their dashboards?You spend many sleepless nights to create a beautiful report and then you finally share it with your team, client, or your boss...And then you start wondering:Are they even looking at it?If so, which pages are they using more often?In today's tip I'll show you how to track the usage of your Looker Studio dashboards using Google Analytics.This way, you can get insight on:How frequently your report is being viewed,What pages are the most popular,From which cities or countries your report is being accessed,and so on...Enroll in the updated & extended Looker Studio Masterclass 2024 →📩  Receive my weekly Looker Studio tips🎥  Subscribe to my YouTube channel🖇  Connect with me on LinkedIn"
"https://lookerstudiomasterclass.com/looker-studio-tips-website/time-series-intervals","200","OK","LevelIntermediateI've got something really cool to share with you today: Time Series Intervals in Looker Studio.Here's the rundown:I'll break down what time series intervals are (Spoiler: They're awesome).We'll play around with creating a shaded area on your time series chart - think of it like a dynamic boundary line.We’ll check out all the different types of intervals - area, bar, box...you name it!I'll show you some neat interval modes like center and width mode.And just when you thought that was it, I'll teach you how to add multiple intervals on your chart.Ready to dive in? Check out the video here: Once you've had a look at the tutorial, why not give it a go in your own dashboards or reports? These intervals can add some serious depth and context to your visualizations.Enroll in the updated & extended Looker Studio Masterclass 2024 →📩  Receive my weekly Looker Studio tips🎥  Subscribe to my YouTube channel🖇  Connect with me on LinkedIn"
"https://lookerstudiomasterclass.com/looker-studio-tips-website/stylish-drop-down-menu-with-icon","200","OK","LevelBeginnerThe default drop-down menus in Looker Studio are boring.Today we want to make them more attractive to keep our dashboard audience engaged. It’s quite easy and quick.All you need is your icon in PNG format (I use Flaticon) and some extra space to the left of the drop-down menu's title.Enroll in the updated & extended Looker Studio Masterclass 2024 →📩  Receive my weekly Looker Studio tips🎥  Subscribe to my YouTube channel🖇  Connect with me on LinkedIn"
"https://lookerstudiomasterclass.com/looker-studio-tips-website/scheduled-email-failure-notification","200","OK","LevelBeginnerDid you know that you will receive an email from Looker Studio if your scheduled email reports fail to go out?I find this very handy because there were times in the past that my scheduled email reports were failing and I didn't notice until the client started complaining about not receiving the emails.The good news is, this feature is now enabled by default, helping us monitor and fix these issues quickly to ensure the clients' experience aren't negatively impacted.Enroll in the updated & extended Looker Studio Masterclass 2024 →📩  Receive my weekly Looker Studio tips🎥  Subscribe to my YouTube channel🖇  Connect with me on LinkedIn"
"https://lookerstudiomasterclass.com/looker-studio-tips-website/row-level-security-with-google-sheets","200","OK","LevelAdvancedImagine this scenario:Your client has 50 sales managers (or departments, offices, stores etc.) and they’ve got a single dataset containing all data related to their activities.They want a report that shows performance.But they want each viewer to only be able to see their own performance, and not those of others…For example, they want to allow me to see my own sales (green rows), but not those of others:How would you approach this in Looker Studio?Let’s look at a few solutions:Solution #1: Copy & PasteYou create one main report, finalize it, get it approved. Then you duplicate it 50 times, filter each report to show only a segment of data and share each filtered report with the appropriate person.It ensures security, but what if the client request tweaks, updates, or changes to the report? How are you going to maintain 50 instances?Solution #2: URL FiltersYou create one main report and you share custom links with personalized URL parameters with each person, effectively applying the filter through the URL.But what happens if someone removes the URL parameters*?Will they see all data?For those of you who are thinking of ""that"" other workaround to make sure removing the URL parameter doesn’t work: I get your point, it works. But still, it’s not an elegant solution.Solution #3: Row Level SecurityYou create and maintain a single report, using email-based row level security (RLS) and you let Google manage who sees what row based on the email address that they use to access the report.In today’s short and silent video (2mins), I will show you how to set up email-based row level security using Google Sheet data.Enroll in the updated & extended Looker Studio Masterclass 2024 →📩  Receive my weekly Looker Studio tips🎥  Subscribe to my YouTube channel🖇  Connect with me on LinkedIn"
"https://lookerstudiomasterclass.com/looker-studio-tips-website/named-versions","200","OK","LevelIntermediateAs you might already know, or have seen the earlier tip on ""Reverting your report to an earlier version"", Looker Studio keeps a history of the changes we make to a report in real time.But did you know that we can also manually save a named version of a report or a data source at any time?We can then quickly view or restore it in the version history panel.On top of that, we can also see who has created a version and when.This allows us to better correlate version control in Looker Studio with the rest of our workflows.For example, we can label before and after versions based on changes we make in other tools, like GTM and BigQuery, so that we can quickly revert back the report if we also revert the changes in the other tool.Enroll in the updated & extended Looker Studio Masterclass 2024 →📩  Receive my weekly Looker Studio tips🎥  Subscribe to my YouTube channel🖇  Connect with me on LinkedIn"
"https://lookerstudiomasterclass.com/looker-studio-tips-website/metric-sparkline-combo","200","OK","LevelBeginnerHave you ever wanted to show a metric on your dashboard and at the same time show how it's been trending over time?To do this, we can use a simple chart called Sparkline which is a  small line chart without axes or labels.In today's quick tip I'm going to show you how to quickly create a simple and elegant metric + sparkline combo charts.Enroll in the updated & extended Looker Studio Masterclass 2024 →📩  Receive my weekly Looker Studio tips🎥  Subscribe to my YouTube channel🖇  Connect with me on LinkedIn"
"https://lookerstudiomasterclass.com/looker-studio-tips-website/looker-studio-tips/the-curious-case-of-google-search-console","200","OK","LevelIntermediateIn today's Looker Studio tip I'm going to walk you through the process of troubleshooting a weird case about reporting on Google Search Console data in Looker Studio. It took me some digging to figure it out the cause, and I want to share what I learned with you.Even if you don't use Search Console, you may face similar issues with other data sources, so I encourage you to watch this video - you're sure to pick up some helpful troubleshooting techniques!The key takeaway is learning a systematic approach to troubleshooting the unexpected in Looker Studio by examining the raw data to reveal what's really going on under the hood.Enroll in the updated & extended Looker Studio Masterclass 2024 →📩  Receive my weekly Looker Studio tips🎥  Subscribe to my YouTube channel🖇  Connect with me on LinkedIn"
"https://lookerstudiomasterclass.com/looker-studio-tips-website/looker-studio-tips/blending-and-filtering-multiple-ad-accounts","200","OK","LevelAdvancedThe keyword is ""Filtering"". It sounds trivial, but is absolutely isn't!Filtering Blended Data sources based on a custom field is one of the most challenging and confusing tasks to be done in Looker Studio.At least, until blended data sources are entities of their own and can have custom fields created at Data source level.Until then, we need a workaround!In today's ~30min video, we blend two Ad accounts (Microsoft Ads and Google Ads) and then we will try figure out how to create a filter that only keeps the sources we need.And finally, we'll try to understand WHY the workaround works, and in the process will learn a lot about how data blending, join types, and filters work in the background of Looker Studio.Enroll in the updated & extended Looker Studio Masterclass 2024 →📩  Receive my weekly Looker Studio tips🎥  Subscribe to my YouTube channel🖇  Connect with me on LinkedIn"
